hour,DE11,DE12,DE13,DE14,DE21,DE22,DE23,DE24,DE25,DE26,DE27,DE30,DE40,DE50,DE60,DE71,DE72,DE73,DE80,DE91,DE92,DE93,DE94,DEA1,DEA2,DEA3,DEA4,DEA5,DEB1,DEB2,DEB3,DEC0,DED2,DED4,DED5,DEE0,DEF0,DEG0
3660,0.42885851,0.442186109,0.442186109,0.42885851,0.42885851,0.42885851,0.637573146,0.637573146,0.42885851,0.42885851,0.42885851,0.393727838,0.393727838,0.62153903,0.470643904,0.524680127,0.637573146,0.855839682,0.393727838,0.470643904,0.470643904,0.470643904,0.62153903,0.524680127,0.524680127,0.524680127,0.855839682,0.524680127,0.524680127,0.442186109,0.524680127,0.524680127,0.393727838,0.393727838,0.393727838,0.393727838,0.470643904,0.502594538
3661,0.379374836,0.374896918,0.374896918,0.379374836,0.379374836,0.379374836,0.604513798,0.604513798,0.379374836,0.379374836,0.379374836,0.354744884,0.354744884,0.635993426,0.457690402,0.475182002,0.604513798,0.864662771,0.354744884,0.457690402,0.457690402,0.457690402,0.635993426,0.475182002,0.475182002,0.475182002,0.864662771,0.475182002,0.475182002,0.374896918,0.475182002,0.475182002,0.354744884,0.354744884,0.354744884,0.354744884,0.457690402,0.424873733
3662,0.33813844,0.365284177,0.365284177,0.33813844,0.33813844,0.33813844,0.585622742,0.585622742,0.33813844,0.33813844,0.33813844,0.362541475,0.362541475,0.640811558,0.48791524,0.445483127,0.585622742,0.807312689,0.362541475,0.48791524,0.48791524,0.48791524,0.640811558,0.445483127,0.445483127,0.445483127,0.807312689,0.445483127,0.445483127,0.365284177,0.445483127,0.445483127,0.362541475,0.362541475,0.362541475,0.362541475,0.48791524,0.409329572
3663,0.284531127,0.317220469,0.317220469,0.284531127,0.284531127,0.284531127,0.543117865,0.543117865,0.284531127,0.284531127,0.284531127,0.319660225,0.319660225,0.69381101,0.496550908,0.420734064,0.543117865,0.723493339,0.319660225,0.496550908,0.496550908,0.496550908,0.69381101,0.420734064,0.420734064,0.420734064,0.723493339,0.420734064,0.420734064,0.317220469,0.420734064,0.420734064,0.319660225,0.319660225,0.319660225,0.319660225,0.496550908,0.528501473
3664,0.280407487,0.326833211,0.326833211,0.280407487,0.280407487,0.280407487,0.543117865,0.543117865,0.280407487,0.280407487,0.280407487,0.300168748,0.300168748,0.751628595,0.544047082,0.395985001,0.543117865,0.683789436,0.300168748,0.544047082,0.544047082,0.544047082,0.751628595,0.395985001,0.395985001,0.395985001,0.683789436,0.395985001,0.395985001,0.326833211,0.395985001,0.395985001,0.300168748,0.300168748,0.300168748,0.300168748,0.544047082,0.388604024
3665,0.284531127,0.331639581,0.331639581,0.284531127,0.284531127,0.284531127,0.543117865,0.543117865,0.284531127,0.284531127,0.284531127,0.288473862,0.288473862,0.780537387,0.569954086,0.405884626,0.543117865,0.648497078,0.288473862,0.569954086,0.569954086,0.569954086,0.780537387,0.405884626,0.405884626,0.405884626,0.648497078,0.405884626,0.405884626,0.331639581,0.405884626,0.405884626,0.288473862,0.288473862,0.288473862,0.288473862,0.569954086,0.388604024
3666,0.284531127,0.317220469,0.317220469,0.284531127,0.284531127,0.284531127,0.557286157,0.557286157,0.284531127,0.284531127,0.284531127,0.296270453,0.296270453,0.756446727,0.738349611,0.420734064,0.557286157,0.648497078,0.296270453,0.738349611,0.738349611,0.738349611,0.756446727,0.420734064,0.420734064,0.420734064,0.648497078,0.420734064,0.420734064,0.317220469,0.420734064,0.420734064,0.296270453,0.296270453,0.296270453,0.296270453,0.738349611,0.388604024
3667,0.296902045,0.307607728,0.307607728,0.296902045,0.296902045,0.296902045,0.580899978,0.580899978,0.296902045,0.296902045,0.296902045,0.335253407,0.335253407,0.741992331,0.695171272,0.460332564,0.580899978,0.674966347,0.335253407,0.695171272,0.695171272,0.695171272,0.741992331,0.460332564,0.460332564,0.460332564,0.674966347,0.460332564,0.460332564,0.307607728,0.460332564,0.460332564,0.335253407,0.335253407,0.335253407,0.335253407,0.695171272,0.435236507
3668,0.42473487,0.374896918,0.374896918,0.42473487,0.42473487,0.42473487,0.661186966,0.661186966,0.42473487,0.42473487,0.42473487,0.389829543,0.389829543,0.741992331,0.664946434,0.544479377,0.661186966,0.697024071,0.389829543,0.664946434,0.664946434,0.664946434,0.741992331,0.544479377,0.544479377,0.544479377,0.697024071,0.544479377,0.544479377,0.374896918,0.544479377,0.544479377,0.389829543,0.389829543,0.389829543,0.389829543,0.664946434,0.518138699
3669,0.494836742,0.394122401,0.394122401,0.494836742,0.494836742,0.494836742,0.713137371,0.713137371,0.494836742,0.494836742,0.494836742,0.432710793,0.432710793,0.732356067,0.6606286,0.633576002,0.713137371,0.723493339,0.432710793,0.6606286,0.6606286,0.6606286,0.732356067,0.633576002,0.633576002,0.633576002,0.723493339,0.633576002,0.633576002,0.394122401,0.633576002,0.633576002,0.432710793,0.432710793,0.432710793,0.432710793,0.6606286,0.58549673
3670,0.577309532,0.427766996,0.427766996,0.577309532,0.577309532,0.577309532,0.765087775,0.765087775,0.577309532,0.577309532,0.577309532,0.463897156,0.463897156,0.727537935,0.677899936,0.66822469,0.765087775,0.754374152,0.463897156,0.677899936,0.677899936,0.677899936,0.727537935,0.66822469,0.66822469,0.66822469,0.754374152,0.66822469,0.66822469,0.427766996,0.66822469,0.66822469,0.463897156,0.463897156,0.463897156,0.463897156,0.677899936,0.642491987
3671,0.622669567,0.504668928,0.504668928,0.622669567,0.622669567,0.622669567,0.831206472,0.831206472,0.622669567,0.622669567,0.622669567,0.643218746,0.643218746,0.732356067,0.70380694,0.68802394,0.831206472,0.78966651,0.643218746,0.70380694,0.70380694,0.70380694,0.732356067,0.68802394,0.68802394,0.68802394,0.78966651,0.68802394,0.68802394,0.504668928,0.68802394,0.68802394,0.643218746,0.643218746,0.643218746,0.643218746,0.70380694,0.663217535
3672,0.696895078,0.552732636,0.552732636,0.696895078,0.696895078,0.696895078,0.883156877,0.883156877,0.696895078,0.696895078,0.696895078,0.678303405,0.678303405,0.722719803,0.738349611,0.717722815,0.883156877,0.807312689,0.678303405,0.738349611,0.738349611,0.738349611,0.722719803,0.717722815,0.717722815,0.717722815,0.807312689,0.717722815,0.717722815,0.552732636,0.717722815,0.717722815,0.678303405,0.678303405,0.678303405,0.678303405,0.738349611,0.746119727
3673,0.721636915,0.663279163,0.663279163,0.721636915,0.721636915,0.721636915,0.925661753,0.925661753,0.721636915,0.721636915,0.721636915,0.686099996,0.686099996,0.717901671,0.759938781,0.757321315,0.925661753,0.829370413,0.686099996,0.759938781,0.759938781,0.759938781,0.717901671,0.757321315,0.757321315,0.757321315,0.829370413,0.757321315,0.757321315,0.663279163,0.757321315,0.757321315,0.686099996,0.686099996,0.686099996,0.686099996,0.759938781,0.849747467
3674,0.750502392,0.7065365,0.7065365,0.750502392,0.750502392,0.750502392,0.968166629,0.968166629,0.750502392,0.750502392,0.750502392,0.693896587,0.693896587,0.713083538,0.721078276,0.74742169,0.968166629,0.855839682,0.693896587,0.721078276,0.721078276,0.721078276,0.713083538,0.74742169,0.74742169,0.74742169,0.855839682,0.74742169,0.74742169,0.7065365,0.74742169,0.74742169,0.693896587,0.693896587,0.693896587,0.693896587,0.721078276,0.943012432
3675,0.816480624,0.725761983,0.725761983,0.816480624,0.816480624,0.816480624,0.987057686,0.987057686,0.816480624,0.816480624,0.816480624,0.686099996,0.686099996,0.717901671,0.72539611,0.762271128,0.987057686,0.869074316,0.686099996,0.72539611,0.72539611,0.72539611,0.717901671,0.762271128,0.762271128,0.762271128,0.869074316,0.762271128,0.762271128,0.725761983,0.762271128,0.762271128,0.686099996,0.686099996,0.686099996,0.686099996,0.72539611,0.932649658
3676,0.775244229,0.744987466,0.744987466,0.775244229,0.775244229,0.775244229,1.024839798,1.024839798,0.775244229,0.775244229,0.775244229,0.689998291,0.689998291,0.741992331,0.72539611,0.772170753,1.024839798,0.869074316,0.689998291,0.72539611,0.72539611,0.72539611,0.741992331,0.772170753,0.772170753,0.772170753,0.869074316,0.772170753,0.772170753,0.744987466,0.772170753,0.772170753,0.689998291,0.689998291,0.689998291,0.689998291,0.72539611,1.000007689
3677,0.758749671,0.793051173,0.793051173,0.758749671,0.758749671,0.758749671,1.01539427,1.01539427,0.758749671,0.758749671,0.758749671,0.697794882,0.697794882,0.756446727,0.751303113,0.777120565,1.01539427,0.864662771,0.697794882,0.751303113,0.751303113,0.751303113,0.756446727,0.777120565,0.777120565,0.777120565,0.864662771,0.777120565,0.777120565,0.793051173,0.777120565,0.777120565,0.697794882,0.697794882,0.697794882,0.697794882,0.751303113,1.01555185
3678,0.643287765,0.793051173,0.793051173,0.643287765,0.643287765,0.643287765,0.920938989,0.920938989,0.643287765,0.643287765,0.643287765,0.717286359,0.717286359,0.770901123,0.772892283,0.74742169,0.920938989,0.851428137,0.717286359,0.772892283,0.772892283,0.772892283,0.770901123,0.74742169,0.74742169,0.74742169,0.851428137,0.74742169,0.74742169,0.793051173,0.74742169,0.74742169,0.717286359,0.717286359,0.717286359,0.717286359,0.772892283,1.020733237
3679,0.618545928,0.77382569,0.77382569,0.618545928,0.618545928,0.618545928,0.779256068,0.779256068,0.618545928,0.618545928,0.618545928,0.717286359,0.717286359,0.737174199,0.751303113,0.68802394,0.779256068,0.7984896,0.717286359,0.751303113,0.751303113,0.751303113,0.737174199,0.68802394,0.68802394,0.68802394,0.7984896,0.68802394,0.68802394,0.77382569,0.68802394,0.68802394,0.717286359,0.717286359,0.717286359,0.717286359,0.751303113,1.000007689
3680,0.614422288,0.740181095,0.740181095,0.614422288,0.614422288,0.614422288,0.675355259,0.675355259,0.614422288,0.614422288,0.614422288,0.705591473,0.705591473,0.703447274,0.677899936,0.618726565,0.675355259,0.732316429,0.705591473,0.677899936,0.677899936,0.677899936,0.703447274,0.618726565,0.618726565,0.618726565,0.732316429,0.618726565,0.618726565,0.740181095,0.618726565,0.618726565,0.705591473,0.705591473,0.705591473,0.705591473,0.677899936,1.000007689
3681,0.556691335,0.663279163,0.663279163,0.556691335,0.556691335,0.556691335,0.609236562,0.609236562,0.556691335,0.556691335,0.556691335,0.697794882,0.697794882,0.717901671,0.61745026,0.569228439,0.609236562,0.648497078,0.697794882,0.61745026,0.61745026,0.61745026,0.717901671,0.569228439,0.569228439,0.569228439,0.648497078,0.569228439,0.569228439,0.663279163,0.569228439,0.569228439,0.697794882,0.697794882,0.697794882,0.697794882,0.61745026,0.974100754
3682,0.536073137,0.576764489,0.576764489,0.536073137,0.536073137,0.536073137,0.576177214,0.576177214,0.536073137,0.536073137,0.536073137,0.651015337,0.651015337,0.660084086,0.591543256,0.485081627,0.576177214,0.560266183,0.651015337,0.591543256,0.591543256,0.591543256,0.660084086,0.485081627,0.485081627,0.485081627,0.560266183,0.485081627,0.485081627,0.576764489,0.485081627,0.485081627,0.651015337,0.651015337,0.651015337,0.651015337,0.591543256,0.979282141
3683,0.498960382,0.610409085,0.610409085,0.498960382,0.498960382,0.498960382,0.538395101,0.538395101,0.498960382,0.498960382,0.498960382,0.619828973,0.619828973,0.688992878,0.582907588,0.435583502,0.538395101,0.533796915,0.619828973,0.582907588,0.582907588,0.582907588,0.688992878,0.435583502,0.435583502,0.435583502,0.533796915,0.435583502,0.435583502,0.610409085,0.435583502,0.435583502,0.619828973,0.619828973,0.619828973,0.619828973,0.582907588,0.953375206
3684,0.465971265,0.562345377,0.562345377,0.465971265,0.465971265,0.465971265,0.476999169,0.476999169,0.465971265,0.465971265,0.465971265,0.596439201,0.596439201,0.684174746,0.526775746,0.400934814,0.476999169,0.476446833,0.596439201,0.526775746,0.526775746,0.526775746,0.684174746,0.400934814,0.400934814,0.400934814,0.476446833,0.400934814,0.400934814,0.562345377,0.400934814,0.400934814,0.596439201,0.596439201,0.596439201,0.596439201,0.526775746,0.96373798
3685,0.498960382,0.523894411,0.523894411,0.498960382,0.498960382,0.498960382,0.453385348,0.453385348,0.498960382,0.498960382,0.498960382,0.557456247,0.557456247,0.688992878,0.587225422,0.326687626,0.453385348,0.476446833,0.557456247,0.587225422,0.587225422,0.587225422,0.688992878,0.326687626,0.326687626,0.326687626,0.476446833,0.326687626,0.326687626,0.523894411,0.326687626,0.326687626,0.557456247,0.557456247,0.557456247,0.557456247,0.587225422,0.943012432
3686,0.494836742,0.519088041,0.519088041,0.494836742,0.494836742,0.494836742,0.401434944,0.401434944,0.494836742,0.494836742,0.494836742,0.522371588,0.522371588,0.660084086,0.544047082,0.311838189,0.401434944,0.441154475,0.522371588,0.544047082,0.544047082,0.544047082,0.660084086,0.311838189,0.311838189,0.311838189,0.441154475,0.311838189,0.311838189,0.519088041,0.311838189,0.311838189,0.522371588,0.522371588,0.522371588,0.522371588,0.544047082,0.932649658
3687,0.465971265,0.480637075,0.480637075,0.465971265,0.465971265,0.465971265,0.415603236,0.415603236,0.465971265,0.465971265,0.465971265,0.510676701,0.510676701,0.650447822,0.505186576,0.272239688,0.415603236,0.432331386,0.510676701,0.505186576,0.505186576,0.505186576,0.650447822,0.272239688,0.272239688,0.272239688,0.432331386,0.272239688,0.272239688,0.480637075,0.272239688,0.272239688,0.510676701,0.510676701,0.510676701,0.510676701,0.505186576,0.906742723
3688,0.399993033,0.432573367,0.432573367,0.399993033,0.399993033,0.399993033,0.420326,0.420326,0.399993033,0.399993033,0.399993033,0.491185224,0.491185224,0.650447822,0.457690402,0.262340063,0.420326,0.423508296,0.491185224,0.457690402,0.457690402,0.457690402,0.650447822,0.262340063,0.262340063,0.262340063,0.423508296,0.262340063,0.262340063,0.432573367,0.262340063,0.262340063,0.491185224,0.491185224,0.491185224,0.491185224,0.457690402,0.875654401
3689,0.420611231,0.427766996,0.427766996,0.420611231,0.420611231,0.420611231,0.406157708,0.406157708,0.420611231,0.420611231,0.420611231,0.498981815,0.498981815,0.674538482,0.505186576,0.247490626,0.406157708,0.441154475,0.498981815,0.505186576,0.505186576,0.505186576,0.674538482,0.247490626,0.247490626,0.247490626,0.441154475,0.247490626,0.247490626,0.427766996,0.247490626,0.247490626,0.498981815,0.498981815,0.498981815,0.498981815,0.505186576,0.91192411
3690,0.42885851,0.418154255,0.418154255,0.42885851,0.42885851,0.42885851,0.410880472,0.410880472,0.42885851,0.42885851,0.42885851,0.514574997,0.514574997,0.713083538,0.513822244,0.272239688,0.410880472,0.467623744,0.514574997,0.513822244,0.513822244,0.513822244,0.713083538,0.272239688,0.272239688,0.272239688,0.467623744,0.272239688,0.272239688,0.418154255,0.272239688,0.272239688,0.514574997,0.514574997,0.514574997,0.514574997,0.513822244,0.896379949
3691,0.391745754,0.427766996,0.427766996,0.391745754,0.391745754,0.391745754,0.448662584,0.448662584,0.391745754,0.391745754,0.391745754,0.522371588,0.522371588,0.756446727,0.61745026,0.316788001,0.448662584,0.502916102,0.522371588,0.61745026,0.61745026,0.61745026,0.756446727,0.316788001,0.316788001,0.316788001,0.502916102,0.316788001,0.316788001,0.427766996,0.316788001,0.316788001,0.522371588,0.522371588,0.522371588,0.522371588,0.61745026,0.91192411
3692,0.519578579,0.499862558,0.499862558,0.519578579,0.519578579,0.519578579,0.514781281,0.514781281,0.519578579,0.519578579,0.519578579,0.58864261,0.58864261,0.799809915,0.686535604,0.381135564,0.514781281,0.564677728,0.58864261,0.686535604,0.686535604,0.686535604,0.799809915,0.381135564,0.381135564,0.381135564,0.564677728,0.381135564,0.381135564,0.499862558,0.381135564,0.381135564,0.58864261,0.58864261,0.58864261,0.58864261,0.686535604,0.943012432
3693,0.635040486,0.600796343,0.600796343,0.635040486,0.635040486,0.635040486,0.580899978,0.580899978,0.635040486,0.635040486,0.635040486,0.639320451,0.639320451,0.862445631,0.738349611,0.445483127,0.580899978,0.635262444,0.639320451,0.738349611,0.738349611,0.738349611,0.862445631,0.445483127,0.445483127,0.445483127,0.635262444,0.445483127,0.445483127,0.600796343,0.445483127,0.445483127,0.639320451,0.639320451,0.639320451,0.639320451,0.738349611,0.968919367
3694,0.614422288,0.620021826,0.620021826,0.614422288,0.614422288,0.614422288,0.632850382,0.632850382,0.614422288,0.614422288,0.614422288,0.697794882,0.697794882,0.881718159,0.772892283,0.475182002,0.632850382,0.657320168,0.697794882,0.772892283,0.772892283,0.772892283,0.881718159,0.475182002,0.475182002,0.475182002,0.657320168,0.475182002,0.475182002,0.620021826,0.475182002,0.475182002,0.697794882,0.697794882,0.697794882,0.697794882,0.772892283,0.994826302
3695,0.721636915,0.672891904,0.672891904,0.721636915,0.721636915,0.721636915,0.708414607,0.708414607,0.721636915,0.721636915,0.721636915,0.717286359,0.717286359,0.886536291,0.781527951,0.494981252,0.708414607,0.701435615,0.717286359,0.781527951,0.781527951,0.781527951,0.886536291,0.494981252,0.494981252,0.494981252,0.701435615,0.494981252,0.494981252,0.672891904,0.494981252,0.494981252,0.717286359,0.717286359,0.717286359,0.717286359,0.781527951,0.984463528
3696,0.721636915,0.7065365,0.7065365,0.721636915,0.721636915,0.721636915,0.760365011,0.760365011,0.721636915,0.721636915,0.721636915,0.713388064,0.713388064,0.891354423,0.785845785,0.509830689,0.760365011,0.736727973,0.713388064,0.785845785,0.785845785,0.785845785,0.891354423,0.509830689,0.509830689,0.509830689,0.736727973,0.509830689,0.509830689,0.7065365,0.509830689,0.509830689,0.713388064,0.713388064,0.713388064,0.713388064,0.785845785,0.958556593
3697,0.721636915,0.730568353,0.730568353,0.721636915,0.721636915,0.721636915,0.774533304,0.774533304,0.721636915,0.721636915,0.721636915,0.721184655,0.721184655,0.852809367,0.790163619,0.534579752,0.774533304,0.802901145,0.721184655,0.790163619,0.790163619,0.790163619,0.852809367,0.534579752,0.534579752,0.534579752,0.802901145,0.534579752,0.534579752,0.730568353,0.534579752,0.534579752,0.721184655,0.721184655,0.721184655,0.721184655,0.790163619,0.917105497
3698,0.750502392,0.749793836,0.749793836,0.750502392,0.750502392,0.750502392,0.831206472,0.831206472,0.750502392,0.750502392,0.750502392,0.736777836,0.736777836,0.838354971,0.794481453,0.569228439,0.831206472,0.851428137,0.736777836,0.794481453,0.794481453,0.794481453,0.838354971,0.569228439,0.569228439,0.569228439,0.851428137,0.569228439,0.569228439,0.749793836,0.569228439,0.569228439,0.736777836,0.736777836,0.736777836,0.736777836,0.794481453,0.886017175
3699,0.76699695,0.769019319,0.769019319,0.76699695,0.76699695,0.76699695,0.859543056,0.859543056,0.76699695,0.76699695,0.76699695,0.779659086,0.779659086,0.852809367,0.794481453,0.574178252,0.859543056,0.886720495,0.779659086,0.794481453,0.794481453,0.794481453,0.852809367,0.574178252,0.574178252,0.574178252,0.886720495,0.574178252,0.574178252,0.769019319,0.574178252,0.574178252,0.779659086,0.779659086,0.779659086,0.779659086,0.794481453,0.860110241
3700,0.754626032,0.812276656,0.812276656,0.754626032,0.754626032,0.754626032,0.873711349,0.873711349,0.754626032,0.754626032,0.754626032,0.822540336,0.822540336,0.867263763,0.798799287,0.569228439,0.873711349,0.935247487,0.822540336,0.798799287,0.798799287,0.798799287,0.867263763,0.569228439,0.569228439,0.569228439,0.935247487,0.569228439,0.569228439,0.812276656,0.569228439,0.569228439,0.822540336,0.822540336,0.822540336,0.822540336,0.798799287,0.870473014
3701,0.746378753,0.869953105,0.869953105,0.746378753,0.746378753,0.746378753,0.854820292,0.854820292,0.746378753,0.746378753,0.746378753,0.795252268,0.795252268,0.862445631,0.794481453,0.559328814,0.854820292,0.970539845,0.795252268,0.794481453,0.794481453,0.794481453,0.862445631,0.559328814,0.559328814,0.559328814,0.970539845,0.559328814,0.559328814,0.869953105,0.559328814,0.559328814,0.795252268,0.795252268,0.795252268,0.795252268,0.794481453,0.865291628
3702,0.725760555,0.821889398,0.821889398,0.725760555,0.725760555,0.725760555,0.79342436,0.79342436,0.725760555,0.725760555,0.725760555,0.795252268,0.795252268,0.867263763,0.785845785,0.554379002,0.79342436,0.895543584,0.795252268,0.785845785,0.785845785,0.785845785,0.867263763,0.554379002,0.554379002,0.554379002,0.895543584,0.554379002,0.554379002,0.821889398,0.554379002,0.554379002,0.795252268,0.795252268,0.795252268,0.795252268,0.785845785,0.880835788
3703,0.68040052,0.687311017,0.687311017,0.68040052,0.68040052,0.68040052,0.698969079,0.698969079,0.68040052,0.68040052,0.68040052,0.764065904,0.764065904,0.862445631,0.794481453,0.504880877,0.698969079,0.802901145,0.764065904,0.794481453,0.794481453,0.794481453,0.862445631,0.504880877,0.504880877,0.504880877,0.802901145,0.504880877,0.504880877,0.687311017,0.504880877,0.504880877,0.764065904,0.764065904,0.764065904,0.764065904,0.794481453,0.854928854
3704,0.635040486,0.58157086,0.58157086,0.635040486,0.635040486,0.635040486,0.590345506,0.590345506,0.635040486,0.635040486,0.635040486,0.744574427,0.744574427,0.852809367,0.755620947,0.420734064,0.590345506,0.727904884,0.744574427,0.755620947,0.755620947,0.755620947,0.852809367,0.420734064,0.420734064,0.420734064,0.727904884,0.420734064,0.420734064,0.58157086,0.420734064,0.420734064,0.744574427,0.744574427,0.744574427,0.744574427,0.755620947,0.84456608
3705,0.618545928,0.523894411,0.523894411,0.618545928,0.618545928,0.618545928,0.528949573,0.528949573,0.618545928,0.618545928,0.618545928,0.72508295,0.72508295,0.843173103,0.785845785,0.346486876,0.528949573,0.679377892,0.72508295,0.785845785,0.785845785,0.785845785,0.843173103,0.346486876,0.346486876,0.346486876,0.679377892,0.346486876,0.346486876,0.523894411,0.346486876,0.346486876,0.72508295,0.72508295,0.72508295,0.72508295,0.785845785,0.84456608
3706,0.59380409,0.461411592,0.461411592,0.59380409,0.59380409,0.59380409,0.472276405,0.472276405,0.59380409,0.59380409,0.59380409,0.697794882,0.697794882,0.809446179,0.716760442,0.267289876,0.472276405,0.648497078,0.697794882,0.716760442,0.716760442,0.716760442,0.809446179,0.267289876,0.267289876,0.267289876,0.648497078,0.267289876,0.267289876,0.461411592,0.267289876,0.267289876,0.697794882,0.697794882,0.697794882,0.697794882,0.716760442,0.818659145
3707,0.548444056,0.446992479,0.446992479,0.548444056,0.548444056,0.548444056,0.410880472,0.410880472,0.548444056,0.548444056,0.548444056,0.600337496,0.600337496,0.770901123,0.729713943,0.237591001,0.410880472,0.586735452,0.600337496,0.729713943,0.729713943,0.729713943,0.770901123,0.237591001,0.237591001,0.237591001,0.586735452,0.237591001,0.237591001,0.446992479,0.237591001,0.237591001,0.600337496,0.600337496,0.600337496,0.600337496,0.729713943,0.74093834
3708,0.490713102,0.408541513,0.408541513,0.490713102,0.490713102,0.490713102,0.37309836,0.37309836,0.490713102,0.490713102,0.490713102,0.623727269,0.623727269,0.732356067,0.785845785,0.163343813,0.37309836,0.564677728,0.623727269,0.785845785,0.785845785,0.785845785,0.732356067,0.163343813,0.163343813,0.163343813,0.564677728,0.163343813,0.163343813,0.408541513,0.163343813,0.163343813,0.623727269,0.623727269,0.623727269,0.623727269,0.785845785,0.678761696
3709,0.457723986,0.374896918,0.374896918,0.457723986,0.457723986,0.457723986,0.368375596,0.368375596,0.457723986,0.457723986,0.457723986,0.619828973,0.619828973,0.732356067,0.746985279,0.1187955,0.368375596,0.52938537,0.619828973,0.746985279,0.746985279,0.746985279,0.732356067,0.1187955,0.1187955,0.1187955,0.52938537,0.1187955,0.1187955,0.374896918,0.1187955,0.1187955,0.619828973,0.619828973,0.619828973,0.619828973,0.746985279,0.616585052
3710,0.379374836,0.38931603,0.38931603,0.379374836,0.379374836,0.379374836,0.377821124,0.377821124,0.379374836,0.379374836,0.379374836,0.569151133,0.569151133,0.698629142,0.699489106,0.123745313,0.377821124,0.489681467,0.569151133,0.699489106,0.699489106,0.699489106,0.698629142,0.123745313,0.123745313,0.123745313,0.489681467,0.123745313,0.123745313,0.38931603,0.123745313,0.123745313,0.569151133,0.569151133,0.569151133,0.569151133,0.699489106,0.554408408
3711,0.350509359,0.341252323,0.341252323,0.350509359,0.350509359,0.350509359,0.321147955,0.321147955,0.350509359,0.350509359,0.350509359,0.592540905,0.592540905,0.655265954,0.716760442,0.178193251,0.321147955,0.454389109,0.592540905,0.716760442,0.716760442,0.716760442,0.655265954,0.178193251,0.178193251,0.178193251,0.454389109,0.178193251,0.178193251,0.341252323,0.178193251,0.178193251,0.592540905,0.592540905,0.592540905,0.592540905,0.716760442,0.455962055
3712,0.313396603,0.307607728,0.307607728,0.313396603,0.313396603,0.313396603,0.302256899,0.302256899,0.313396603,0.313396603,0.313396603,0.584744315,0.584744315,0.631175294,0.820388457,0.178193251,0.302256899,0.441154475,0.584744315,0.820388457,0.820388457,0.820388457,0.631175294,0.178193251,0.178193251,0.178193251,0.441154475,0.178193251,0.178193251,0.307607728,0.178193251,0.178193251,0.584744315,0.584744315,0.584744315,0.584744315,0.820388457,0.487050377
3713,0.317520243,0.317220469,0.317220469,0.317520243,0.317520243,0.317520243,0.292811371,0.292811371,0.317520243,0.317520243,0.317520243,0.604235792,0.604235792,0.59744837,0.816070623,0.143544563,0.292811371,0.432331386,0.604235792,0.816070623,0.816070623,0.816070623,0.59744837,0.143544563,0.143544563,0.143544563,0.432331386,0.143544563,0.143544563,0.317220469,0.143544563,0.143544563,0.604235792,0.604235792,0.604235792,0.604235792,0.816070623,0.440417894
3714,0.325767522,0.341252323,0.341252323,0.325767522,0.325767522,0.325767522,0.311702427,0.311702427,0.325767522,0.325767522,0.325767522,0.686099996,0.686099996,0.558903314,0.790163619,0.227691376,0.311702427,0.463212199,0.686099996,0.790163619,0.790163619,0.790163619,0.558903314,0.227691376,0.227691376,0.227691376,0.463212199,0.227691376,0.227691376,0.341252323,0.227691376,0.227691376,0.686099996,0.686099996,0.686099996,0.686099996,0.790163619,0.435236507
3715,0.321643882,0.341252323,0.341252323,0.321643882,0.321643882,0.321643882,0.344761775,0.344761775,0.321643882,0.321643882,0.321643882,0.670506814,0.670506814,0.554085182,0.777210117,0.217791751,0.344761775,0.498504557,0.670506814,0.777210117,0.777210117,0.777210117,0.554085182,0.217791751,0.217791751,0.217791751,0.498504557,0.217791751,0.217791751,0.341252323,0.217791751,0.217791751,0.670506814,0.670506814,0.670506814,0.670506814,0.777210117,0.48186899
3716,0.445353068,0.38450966,0.38450966,0.445353068,0.445353068,0.445353068,0.429771528,0.429771528,0.445353068,0.445353068,0.445353068,0.721184655,0.721184655,0.57335771,0.807434955,0.331637439,0.429771528,0.586735452,0.721184655,0.807434955,0.807434955,0.807434955,0.57335771,0.331637439,0.331637439,0.331637439,0.586735452,0.331637439,0.331637439,0.38450966,0.331637439,0.331637439,0.721184655,0.721184655,0.721184655,0.721184655,0.807434955,0.580315343
3717,0.503084021,0.442186109,0.442186109,0.503084021,0.503084021,0.503084021,0.500612989,0.500612989,0.503084021,0.503084021,0.503084021,0.787455677,0.787455677,0.631175294,0.837659793,0.504880877,0.500612989,0.652908623,0.787455677,0.837659793,0.837659793,0.837659793,0.631175294,0.504880877,0.504880877,0.504880877,0.652908623,0.504880877,0.504880877,0.442186109,0.504880877,0.504880877,0.787455677,0.787455677,0.787455677,0.787455677,0.837659793,0.642491987
3718,0.651535044,0.495056187,0.495056187,0.651535044,0.651535044,0.651535044,0.552563393,0.552563393,0.651535044,0.651535044,0.651535044,0.842031813,0.842031813,0.674538482,0.841977627,0.480131814,0.552563393,0.697024071,0.842031813,0.841977627,0.841977627,0.841977627,0.674538482,0.480131814,0.480131814,0.480131814,0.697024071,0.480131814,0.480131814,0.495056187,0.480131814,0.480131814,0.842031813,0.842031813,0.842031813,0.842031813,0.841977627,0.683943083
